user_id,age,annual_income,country,duolingo_platform,duolingo_subscriber,duolingo_usage,employment_status,future_contact,gender,other_resources,primary_language_commitment,primary_language_review,primary_language_motivation,primary_language_motivation_followup,primary_language_proficiency,student,survey_complete,time_spent_seconds
35cf5d1172c911e9ad1fdca9049399ef,55 - 74,,FR,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,No,Prefer not to say,"Stories/novels/children's books,Speak with others (language events, conversation groups, meet-ups, etc.),Online language class",I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,"I want to learn as many languages as I can,Other (please specify)",Intermediate,Not currently a student,1,258
35cf5d9c72c911e99c2adca9049399ef,55 - 74,"$26,000 - $75,000",MX,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Retired,Yes,Female,,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Beginner,Not currently a student,1,3840
35cf5e2172c911e9b58adca9049399ef,18-34,"$26,000 - $75,000",FR,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Other apps,Textbooks,Stories/novels/children's books,Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.),In-person language class,Online language class",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want my family to learn a language together,,Beginner,Full-time student,1,200
35cf5ea172c911e9ae86dca9049399ef,55 - 74,"$0 - $10,000",BR,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed part-time,No,Female,Stories/novels/children's books,I'm not at all committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want my family to learn a language together,,Intermediate,Not currently a student,1,774
35cf5f2372c911e98a64dca9049399ef,18-34,"$26,000 - $75,000",FR,iPhone or iPad,"No, I have never paid for Duolingo Plus",Weekly,Employed full-time,Yes,Female,"Textbooks,Movies/TV Shows,In-person language class",I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to advance professionally or economically,"Learning this language will help me get a better job in the country where I live,Learning this language will help me find a job in a different country",Beginner,Not currently a student,1,224
35cf5fa672c911e9959adca9049399ef,35 - 54,"$11,000 - $25,000",US,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Unemployed,Yes,Male,,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to keep my brain healthy,,Advanced,Not currently a student,1,332
35cf602872c911e9a6d7dca9049399ef,55 - 74,"$151,000 or more",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,,I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Intermediate,Not currently a student,1,210
35cf60ab72c911e98e2fdca9049399ef,75 or older,"$26,000 - $75,000",MX,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Retired,Yes,Male,Textbooks,I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,"Language learning is a hobby,Other (please specify)",Intermediate,Not currently a student,1,1472
35cf61ae72c911e985eddca9049399ef,18-34,"$0 - $10,000",US,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Other apps,Movies/TV Shows,In-person language class",I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to use my time more productively,"I want to spend less time on social media,I want to spend less time playing games,Other (please specify)",Beginner,Full-time student,1,333
35cf623072c911e98838dca9049399ef,35 - 54,"$76,000 - $150,000",FR,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,Other (please specify),I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,"I want to communicate with locals in a meaningful way,I want to show respect by speaking the local language,Other (please specify),Other (please specify)",Beginner,,1,11257
35cf62b372c911e9a341dca9049399ef,55 - 74,"$76,000 - $150,000",FR,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Stories/novels/children's books,Online language class",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I am preparing for a trip,"I want to learn some basics in the local language,I want to communicate with locals in a meaningful way,Someday I would like to travel to a country that uses this language",Intermediate,Not currently a student,1,289
35cf633372c911e9998edca9049399ef,35 - 54,"$26,000 - $75,000",FR,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Female,"Textbooks,Stories/novels/children's books,Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.),Private tutor",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to be able to speak the local language where I live,I am an expat,Intermediate,Not currently a student,1,500
35cf63c072c911e995b7dca9049399ef,55 - 74,"$26,000 - $75,000",MX,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Female,Other apps,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Beginner,Not currently a student,1,278
35cf644072c911e9a515dca9049399ef,35 - 54,"$26,000 - $75,000",FR,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Other apps,Other (please specify)",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I am preparing for a trip,"I want to learn some basics in the local language,I want to show respect by speaking the local language,Someday I would like to travel to a country that uses this language",Beginner,Not currently a student,1,208
35cf64d772c911e9a4a2dca9049399ef,35 - 54,"$76,000 - $150,000",MX,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,Textbooks,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want my family to learn a language together,,Beginner,Not currently a student,1,220
35cf655972c911e981f4dca9049399ef,18-34,"$0 - $10,000",DE,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Female,Movies/TV Shows,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I don't want to forget what I've previously learned,,Beginner,Not currently a student,1,250
35cf65dc72c911e98ad6dca9049399ef,35 - 54,"$11,000 - $25,000",GB,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed part-time,No,Female,Movies/TV Shows,I'm slightly committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to keep my brain healthy,,Beginner,,1,501
35cf666672c911e982c8dca9049399ef,35 - 54,"$26,000 - $75,000",US,Web browser,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Textbooks,Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.),Online language class",I'm slightly committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to advance professionally or economically,,Beginner,Not currently a student,1,232
35cf66eb72c911e9a5a6dca9049399ef,55 - 74,,DE,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Retired,Yes,Female,,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I am interested in a culture that speaks this language,"To better understand the ""pop culture"" in this language,Other (please specify)",Intermediate,Not currently a student,1,501
35cf676b72c911e9809fdca9049399ef,55 - 74,"$151,000 or more",MX,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,,I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to use my time more productively,I want to spend less time on social media,Beginner,Not currently a student,1,330
35cf67f872c911e995c1dca9049399ef,35 - 54,"$26,000 - $75,000",MX,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,Other (please specify),I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want my family to learn a language together,,Beginner,Not currently a student,1,277
35cf687072c911e9b998dca9049399ef,35 - 54,"$0 - $10,000",US,iPhone or iPad,"No, I have never paid for Duolingo Plus",Less than once a month,Employed part-time,Yes,Female,Other apps,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to keep my brain healthy,,Intermediate,Not currently a student,1,611
35cf68f372c911e98a47dca9049399ef,18-34,"$0 - $10,000",DE,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Unemployed,Yes,Female,"Stories/novels/children's books,Movies/TV Shows",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to keep my brain healthy,,Beginner,Full-time student,1,327
35cf697372c911e9a7a4dca9049399ef,35 - 54,"$26,000 - $75,000",DE,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,,I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,"I want to communicate with locals in a meaningful way,Someday I would like to travel to a country that uses this language",Beginner,Not currently a student,1,621
35cf69f572c911e9acd8dca9049399ef,35 - 54,"$76,000 - $150,000",MX,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Female,Movies/TV Shows,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to connect with my heritage or identity,,Intermediate,Part-time student,1,192
35cf6a8272c911e9ab27dca9049399ef,55 - 74,"$76,000 - $150,000",DE,iPhone or iPad,I don't know if I pay for Duolingo Plus,Daily,Retired,Yes,Female,Textbooks,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to advance professionally or economically,Learning this language will help me find a job in a different country,Intermediate,,1,523
35cf6b0272c911e9baeadca9049399ef,55 - 74,"$26,000 - $75,000",MX,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Retired,,Male,"Speak with others (language events, conversation groups, meet-ups, etc.)",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to advance professionally or economically,Learning this language will help me get a better job in the country where I live,Intermediate,Not currently a student,1,262
35cf6b8772c911e9bc90dca9049399ef,55 - 74,,FR,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Retired,Yes,Female,Textbooks,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to keep my brain healthy,,Intermediate,,1,377
35cf6c0772c911e9b4a4dca9049399ef,55 - 74,"$0 - $10,000",FR,Android phone or tablet,"No, but I have previously paid for Duolingo Plus",Daily,Retired,Yes,Female,Textbooks,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to improve relationships with some of the people in my life,Other (please specify),Beginner,,1,438
35cf6c8a72c911e9ac95dca9049399ef,55 - 74,,FR,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Retired,Yes,Female,,I'm not at all committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Beginner,Not currently a student,1,1813
35cf6d0c72c911e997cddca9049399ef,55 - 74,,FR,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Female,"Stories/novels/children's books,Other (please specify)",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,,Advanced,Not currently a student,1,490
35cf6da172c911e98d83dca9049399ef,35 - 54,"$26,000 - $75,000",FR,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Female,"Speak with others (language events, conversation groups, meet-ups, etc.)",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,"Other (please specify),I have an upcoming trip",Beginner,Not currently a student,1,452
35cf6e2e72c911e9921cdca9049399ef,35 - 54,,FR,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Speak with others (language events, conversation groups, meet-ups, etc.),Online language class",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want my family to learn a language together,,Beginner,Not currently a student,1,250
35cf6eae72c911e98ae0dca9049399ef,18-34,"$0 - $10,000",US,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Unemployed,No,Prefer not to say,"Other apps,Textbooks,Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.)",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to improve relationships with some of the people in my life,I want to learn this language together with my family,Intermediate,Full-time student,1,249
35cf6f3372c911e9ab62dca9049399ef,55 - 74,"$26,000 - $75,000",FR,Android phone or tablet,"No, but I have previously paid for Duolingo Plus",Daily,Retired,Yes,Male,Online language class,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to keep my brain healthy,,Intermediate,Not currently a student,1,407
35cf6fc072c911e9a75cdca9049399ef,35 - 54,"$26,000 - $75,000",FR,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Female,"Stories/novels/children's books,Movies/TV Shows,Other (please specify)",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I am preparing for a trip,"I want to learn some basics in the local language,I want to communicate with locals in a meaningful way,I want to show respect by speaking the local language,I have an upcoming trip,Someday I would like to travel to a country that uses this language,I am planning to move to a different country",Intermediate,Not currently a student,1,307
35cf704072c911e9b542dca9049399ef,18-34,"$11,000 - $25,000",FR,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,No,Male,"Speak with others (language events, conversation groups, meet-ups, etc.)",I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to use my time more productively,"I want to spend less time on social media,I want to spend less time watching or reading the news",Beginner,Full-time student,1,264
35cf714272c911e99188dca9049399ef,35 - 54,"$26,000 - $75,000",RU,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Speak with others (language events, conversation groups, meet-ups, etc.)",I'm slightly committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to advance professionally or economically,"Learning this language will be useful in my current job,Learning this language will help me get a better job in the country where I live,Learning this language will help me find a job in a different country",Beginner,Not currently a student,1,473
35cf71c772c911e99d05dca9049399ef,18-34,"$0 - $10,000",DE,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed part-time,,Female,"Stories/novels/children's books,Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.),In-person language class,Online language class",I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to advance professionally or economically,,Beginner,Full-time student,1,434
35cf724772c911e98e26dca9049399ef,35 - 54,"$11,000 - $25,000",MX,Android phone or tablet,"No, I have never paid for Duolingo Plus",Less than once a month,,No,Prefer not to say,,I'm slightly committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,"I want to spend less time on social media,Other (please specify)",Beginner,Full-time student,1,457
35cf72ca72c911e99bfddca9049399ef,55 - 74,"$11,000 - $25,000",DE,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Retired,Yes,Female,,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,"It's been a lifelong goal to learn this language,I want to learn as many languages as I can",Intermediate,,1,287
35cf734a72c911e999eedca9049399ef,35 - 54,"$26,000 - $75,000",FR,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,No,Male,,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Beginner,Not currently a student,1,271
35cf73cf72c911e9b11fdca9049399ef,55 - 74,"$11,000 - $25,000",MX,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Retired,Yes,Male,"Other apps,Textbooks",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,"I want to spend less time on social media,I want to spend less time playing games",Intermediate,Not currently a student,1,588
35cf744f72c911e98e25dca9049399ef,18-34,"$26,000 - $75,000",FR,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,,I'm slightly committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to improve relationships with some of the people in my life,,Beginner,Full-time student,1,203
35cf74d172c911e999ffdca9049399ef,35 - 54,"$26,000 - $75,000",DE,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,,I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to learn this language for school,"Duolingo is an optional supplement to a class,I am required to use Duolingo in a class I am enrolled in,Other (please specify)",Intermediate,Not currently a student,1,266
35cf755e72c911e99e59dca9049399ef,35 - 54,"$26,000 - $75,000",BR,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Other apps,Movies/TV Shows,Online language class",I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to be able to speak the local language where I live,I am an expat,Beginner,Not currently a student,1,283
35cf75de72c911e99d6bdca9049399ef,35 - 54,"$0 - $10,000",FR,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Prefer not to say,Movies/TV Shows,I'm not at all committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to challenge myself,,Beginner,Not currently a student,1,310
35cf770272c911e99008dca9049399ef,35 - 54,"$11,000 - $25,000",US,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Female,Movies/TV Shows,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to be able to speak the local language where I live,"I am an immigrant,I am a refugee",Intermediate,Not currently a student,1,415
35cf778272c911e995e7dca9049399ef,35 - 54,"$26,000 - $75,000",FR,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,,Male,"Textbooks,Movies/TV Shows",I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,"It's been a lifelong goal to learn this language,Other (please specify)",Advanced,Not currently a student,1,222
35cf780772c911e9aa82dca9049399ef,35 - 54,"$76,000 - $150,000",GB,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,No,Male,Other apps,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to advance professionally or economically,"Learning this language will be useful in my current job,Learning this language will help me get a better job in the country where I live,Other (please specify)",Intermediate,Not currently a student,1,273
35cf788772c911e98276dca9049399ef,35 - 54,"$26,000 - $75,000",MX,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Female,Other (please specify),I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want my family to learn a language together,,Beginner,Not currently a student,1,318
35cf791472c911e9bf06dca9049399ef,35 - 54,"$11,000 - $25,000",DE,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,,I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to be able to speak the local language where I live,I am an expat,Beginner,Not currently a student,1,1043
35cf799772c911e9ab3edca9049399ef,35 - 54,"$76,000 - $150,000",FR,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,,Female,,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,"It's been a lifelong goal to learn this language,Other (please specify)",Intermediate,,1,691
35cf7a9c72c911e988dbdca9049399ef,35 - 54,"$11,000 - $25,000",MX,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Female,,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Beginner,Not currently a student,1,196
35cf7b2672c911e996e7dca9049399ef,35 - 54,"$26,000 - $75,000",FR,Android phone or tablet,"No, I have never paid for Duolingo Plus",Weekly,Employed full-time,Yes,Female,"Textbooks,In-person language class",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to be able to speak the local language where I live,I am a refugee,Beginner,Not currently a student,1,383
35cf7bb072c911e98794dca9049399ef,35 - 54,"$26,000 - $75,000",FR,iPhone or iPad,"No, I have never paid for Duolingo Plus",Weekly,Employed full-time,,Male,"Textbooks,Movies/TV Shows",I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,"It's been a lifelong goal to learn this language,I want to learn as many languages as I can,Language learning is a hobby,Other (please specify)",Intermediate,Not currently a student,1,238
35cf7c3572c911e9b925dca9049399ef,55 - 74,"$26,000 - $75,000",MX,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I am preparing for a trip,"Other (please specify),Someday I would like to travel to a country that uses this language",Intermediate,Not currently a student,1,407
35cf7cb572c911e9860cdca9049399ef,35 - 54,"$76,000 - $150,000",FR,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,Textbooks,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to keep my brain healthy,,Beginner,Not currently a student,1,692
35cf7e4572c911e98ad7dca9049399ef,55 - 74,"$26,000 - $75,000",FR,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Female,,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,"I want to spend less time on social media,Other (please specify)",Intermediate,,1,376
35cf7ec772c911e98e33dca9049399ef,35 - 54,,MX,iPhone or iPad,"No, but I have previously paid for Duolingo Plus",Daily,Retired,No,Male,,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to improve relationships with some of the people in my life,"I want to better communicate with my grandparents, grandchildren, or other relatives",Beginner,,1,586
35cf7f6872c911e9819fdca9049399ef,75 or older,"$26,000 - $75,000",FR,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Retired,Yes,Male,,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,Language learning is a hobby,Intermediate,Not currently a student,1,368
35cf7fe872c911e9aacadca9049399ef,35 - 54,"$26,000 - $75,000",MX,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am interested in a culture that speaks this language,"To better understand the ""pop culture"" in this language,Other (please specify)",Beginner,Not currently a student,1,188
35cf806e72c911e9bb1ddca9049399ef,Under 18,"$0 - $10,000",FR,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Unemployed,No,Female,"Textbooks,Movies/TV Shows,In-person language class,Private tutor",I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to challenge myself,,Intermediate,Full-time student,1,281
35cf80ee72c911e9b9a6dca9049399ef,35 - 54,"$26,000 - $75,000",FR,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Monthly,Unemployed,Yes,Other,Other apps,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am interested in a culture that speaks this language,"To connect with my personal heritage in this culture,Other (please specify)",Beginner,Full-time student,1,390
35cf817a72c911e99f85dca9049399ef,35 - 54,"$11,000 - $25,000",DE,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,No,Female,Movies/TV Shows,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,"It's been a lifelong goal to learn this language,Other (please specify)",Intermediate,Not currently a student,1,274
35cf81fa72c911e98e6adca9049399ef,18-34,"$11,000 - $25,000",DE,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed part-time,Yes,Female,"Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.)",I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to be able to speak the local language where I live,"I am an expat,Other (please specify)",Intermediate,Not currently a student,1,331
35cf827d72c911e98923dca9049399ef,35 - 54,"$76,000 - $150,000",MX,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Female,,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to learn this language for school,I want to fulfill a language requirement without taking a class,Intermediate,Not currently a student,1,207
35cf830072c911e9b054dca9049399ef,18-34,"$0 - $10,000",FR,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,No,Female,,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am interested in a culture that speaks this language,,Beginner,Full-time student,1,239
35cf838272c911e99f76dca9049399ef,35 - 54,"$11,000 - $25,000",FR,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to be able to speak the local language where I live,"I am an immigrant,I am an expat,I am studying abroad",Intermediate,Not currently a student,1,685
35cf840272c911e9b670dca9049399ef,35 - 54,"$26,000 - $75,000",DE,Web browser,"No, I have never paid for Duolingo Plus",Daily,Employed part-time,,Female,"Other apps,Textbooks,Stories/novels/children's books,Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.),In-person language class,Online language class",I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to connect with my heritage or identity,,Intermediate,Not currently a student,1,281
35cf848572c911e9a528dca9049399ef,35 - 54,"$26,000 - $75,000",GB,Android phone or tablet,"No, I have never paid for Duolingo Plus",Weekly,Employed full-time,No,Female,Movies/TV Shows,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to keep my brain healthy,,Beginner,Not currently a student,1,660
35cf850772c911e9ab85dca9049399ef,35 - 54,"$151,000 or more",MX,Web browser,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,No,Male,,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to use my time more productively,"I want to spend less time on social media,I want to spend less time watching or reading the news",Beginner,Not currently a student,1,178
35cf858a72c911e9b267dca9049399ef,55 - 74,"$151,000 or more",RU,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Speak with others (language events, conversation groups, meet-ups, etc.)",I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Advanced,Not currently a student,1,384
35cf861772c911e9a23bdca9049399ef,75 or older,,CO,,"No, I have never paid for Duolingo Plus",Daily,Retired,Yes,Male,,I'm slightly committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am interested in a culture that speaks this language,"To better understand the ""pop culture"" in this language,Other (please specify)",Beginner,,1,1086
35cf869772c911e9ba0bdca9049399ef,35 - 54,"$11,000 - $25,000",US,iPhone or iPad,"No, I have never paid for Duolingo Plus",Weekly,Employed full-time,Yes,Male,Online language class,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to be able to speak the local language where I live,"I am an immigrant,I am a refugee",Beginner,Not currently a student,1,497
35cf871972c911e9be7bdca9049399ef,18-34,"$11,000 - $25,000",FR,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,No,Female,Stories/novels/children's books,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to keep my brain healthy,,Intermediate,Not currently a student,1,230
35cf879c72c911e9a29adca9049399ef,Under 18,"$0 - $10,000",MX,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Unemployed,Yes,Prefer not to say,,I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Advanced,Full-time student,1,232
35cf883a72c911e9b8e4dca9049399ef,35 - 54,"$11,000 - $25,000",US,Android phone or tablet,"No, I have never paid for Duolingo Plus",Less than once a month,Employed full-time,Yes,Female,"Textbooks,Movies/TV Shows",I'm slightly committed to learning this language.,I am using Duolingo to learn this language for the first time.,I like to learn new languages,"It's been a lifelong goal to learn this language,I want to learn as many languages as I can,Language learning is a hobby,Other (please specify)",Beginner,Not currently a student,1,303
35cf88bd72c911e9bc34dca9049399ef,35 - 54,"$26,000 - $75,000",MX,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Textbooks,Movies/TV Shows,Private tutor",I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,Someday I would like to travel to a country that uses this language,Intermediate,Not currently a student,1,221
